#APID int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p50 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p50 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p50 cmd_Av_p84 N_stars              
           4391   7.75966070372   7.68876898166   7.83241786256   3.11953551453   2.97608854746   3.28633009379   1.73214714783   1.51548333448   1.96429636603             9.1             7.5             9.1             9.2   3.42516680821   1.80262947916   3.20494531217   3.51671812157            0.35             0.2            0.45            1.35            80.0
           4393   7.60479653119   7.50379023863     7.702596833   2.93516330575   2.82259481507   3.05681342896  0.155256939446 0.00848809984307  0.299461689725             7.1             6.7             6.9             7.2   3.01155302753   2.98880085984   3.00925335205    3.0189057361             0.8             0.8            0.85            0.95           205.0
           4397             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.7             7.2             7.7             8.0   2.85467742506   2.78227641424   2.82749849153   2.86379945619             0.9            0.75             0.9            1.05            97.0
           4398   7.97843994675    7.7235166983   8.22406003943   2.94001358222   2.76045415568   3.10792970758  0.633090975166  0.160073593368   1.09223646461             7.7             6.9             7.4             7.8    2.4139520414   2.36734017329   2.40786268948   2.43855523132            0.45             0.4             0.6            0.75           124.0
           4399   7.43700193105   6.97687574775   7.85047662007   2.52284848327    2.3551980378   2.69138691604  0.441907258423  0.162708162788   0.71573553326             7.2             6.9             7.4             8.2   2.54753247879   2.49891645286   2.53888134709   2.73847741468            0.75            0.55             0.7            0.85            69.0
             44   8.66666795962   8.55389215903   8.77888896085   3.75005238603   3.69576644274   3.81908160782  0.487494861287   0.31691913166  0.668403323135             8.3             8.2             8.3             8.3   4.01330291438   3.99505193489   4.01331602298   4.03525385827             1.3             1.3            1.35             1.4           295.0
            440   8.55857649841    8.2168021185   9.07462927928   3.85682254252   3.75317208983   3.97563563315   1.51947881291  0.805531129431   2.03210877666             7.8             7.6             7.8             7.8   3.77683194728   3.64046235542   3.74886940106   3.77732982128            2.75            2.65            2.75            2.85           182.0
           4400   8.86192767855   8.76319479236   8.95905603495   3.19475859966    3.0934910783   3.28448414149 0.0875256630636             0.0  0.187889643942             8.3             8.0             8.3             8.4   3.21289991446   3.14906675316   3.21142501546   3.26666303067             0.9             0.8             0.9            1.05           131.0
           4403             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.0             7.4             8.0             8.4   2.76984157481   2.53395874073   2.71753252922   2.87653508018            0.85             0.5            0.85             1.1           292.0
           4404             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.4             6.9             7.5             8.7    2.2552185771   2.05892101275   2.22961400859   2.77334781958            0.55             0.4             0.6            1.85           131.0
           4409   6.83948128877   6.65477300376   7.07319843906   2.89214221283    2.6019918369   3.13384067417   1.91394915114   1.77012638209   2.05839258059             7.6             7.2             7.5             7.7   2.56612845861   2.51522788083   2.55642276461   2.57522050131             0.8            0.75            0.85            0.95           131.0
           4410             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.9             6.6             6.8             7.3   2.69207438114   2.65943231421    2.6978394793    2.7258728693            0.65            0.65             0.7            0.75           265.0
